filename,xmin,ymin,xmax,ymax,class
1478898558254484028.jpg,224,526,260,614,pedestrian
1478898558254484028.jpg,302,474,396,594,truck
1478898558254484028.jpg,398,544,474,600,car
1478898558254484028.jpg,408,464,512,566,truck
1478898558254484028.jpg,408,512,438,614,pedestrian
1478898558254484028.jpg,422,502,454,618,pedestrian
1478898558254484028.jpg,422,506,448,620,pedestrian
1478898558254484028.jpg,752,464,1558,736,car
1478898558254484028.jpg,756,506,874,790,pedestrian
1478021144222210109.jpg,780,480,900,622,truck
1478021144222210109.jpg,928,504,1020,594,truck
1478897300275638681.jpg,8,524,114,950,pedestrian
1478897300275638681.jpg,132,522,248,902,pedestrian
1478897300275638681.jpg,196,596,450,782,car
1478897300275638681.jpg,438,630,520,700,car
1478897300275638681.jpg,504,610,638,712,car
1478897300275638681.jpg,658,598,714,666,truck
1478897300275638681.jpg,694,628,744,678,car
1478897300275638681.jpg,728,572,896,726,truck
1478897300275638681.jpg,732,568,890,744,car
1478897300275638681.jpg,876,608,948,676,car
1478897300275638681.jpg,952,620,1090,728,car
1478897300275638681.jpg,1628,598,1856,708,car
1478900965669862660.jpg,126,624,254,712,car
1478900965669862660.jpg,516,612,574,656,car
1478900965669862660.jpg,600,562,842,778,car
1478900965669862660.jpg,846,506,984,682,truck
1478897342550316651.jpg,2,482,234,666,truck
1478897342550316651.jpg,134,614,310,724,car
1478897342550316651.jpg,216,502,492,644,car
1478897342550316651.jpg,264,520,414,682,truck
1478897342550316651.jpg,282,558,798,934,car
1478897342550316651.jpg,648,494,882,734,truck
1478897342550316651.jpg,750,456,910,778,car
1478897342550316651.jpg,922,596,1018,674,car
1478897342550316651.jpg,1016,538,1106,726,car
1478897342550316651.jpg,1024,554,1204,706,car
1478897342550316651.jpg,1090,566,1416,762,car
1478897342550316651.jpg,1306,458,1534,684,truck
1478897342550316651.jpg,1356,482,1524,660,car
1478732856013083892.jpg,794,546,894,596,car
1478732856013083892.jpg,862,564,1006,660,car
1478732856013083892.jpg,1052,250,1102,334,trafficLight
1478732856013083892.jpg,1264,242,1330,360,trafficLight
1478732856013083892.jpg,1282,258,1330,340,trafficLight
1478732856013083892.jpg,1386,546,1424,604,biker
1478732856013083892.jpg,1506,534,1622,666,car
1478732856013083892.jpg,1508,546,1628,630,car
1478732856013083892.jpg,1612,566,1690,622,car
1478732856013083892.jpg,1852,420,1900,500,trafficLight
1478019974679051391.jpg,350,546,440,642,biker
1478019974679051391.jpg,352,560,428,636,biker
1478019974679051391.jpg,380,490,406,538,trafficLight
1478019974679051391.jpg,380,498,408,538,trafficLight
1478019974679051391.jpg,496,562,648,634,car
1478019974679051391.jpg,510,570,652,614,car
1478019974679051391.jpg,544,546,684,640,car
1478019974679051391.jpg,654,414,690,466,trafficLight
1478019974679051391.jpg,664,422,682,458,trafficLight
1478019974679051391.jpg,680,554,746,610,car
1478019974679051391.jpg,778,402,810,462,trafficLight
1478019974679051391.jpg,784,406,804,440,trafficLight
1478019974679051391.jpg,968,474,992,524,trafficLight
1478019974679051391.jpg,1016,412,1046,464,trafficLight
1478019974679051391.jpg,1138,524,1362,594,car
1478019974679051391.jpg,1168,524,1336,592,car
1478019974679051391.jpg,1204,518,1256,642,pedestrian
1478900986807538649.jpg,570,584,688,684,car
1478900986807538649.jpg,672,590,724,664,car
1478900986807538649.jpg,704,586,922,754,car
1478900986807538649.jpg,730,522,888,616,car
1478900986807538649.jpg,744,518,864,662,truck
1478732151774974560.jpg,102,594,254,646,car
1478732151774974560.jpg,258,388,610,716,truck
1478732151774974560.jpg,270,398,598,708,car
1478732151774974560.jpg,718,554,826,638,car
1478732151774974560.jpg,830,518,898,590,truck
1478732151774974560.jpg,832,538,902,598,car
1478732151774974560.jpg,862,554,916,608,car
1478732151774974560.jpg,922,546,990,614,car
1478732151774974560.jpg,1390,516,1444,652,pedestrian
1478732151774974560.jpg,1498,504,1612,554,car
1478732151774974560.jpg,1634,488,1756,548,car
1478900478931119906.jpg,430,598,518,662,truck
1478900478931119906.jpg,554,622,650,694,car
1478900478931119906.jpg,618,596,714,678,car
1478900478931119906.jpg,740,622,842,706,car
1478900478931119906.jpg,846,486,864,524,trafficLight
1478900478931119906.jpg,874,604,922,666,car
1478900478931119906.jpg,900,608,954,678,car
1478900478931119906.jpg,954,612,1046,692,car
1478900478931119906.jpg,1034,592,1280,758,car
1478900478931119906.jpg,1054,524,1078,566,trafficLight
1478900478931119906.jpg,1200,542,1918,948,car
1478900226992821695.jpg,518,578,646,686,car
1478900226992821695.jpg,628,580,686,630,car
1478900226992821695.jpg,1342,456,1864,714,car
1478900226992821695.jpg,1344,460,1762,704,truck
1478897727028053962.jpg,216,590,250,666,pedestrian
1478897727028053962.jpg,252,592,286,674,pedestrian
1478897727028053962.jpg,440,598,496,642,car
1478897727028053962.jpg,508,596,564,640,car
1478897727028053962.jpg,558,550,722,628,truck
1478897727028053962.jpg,564,562,716,624,car
1478897727028053962.jpg,680,576,756,642,car
1478897727028053962.jpg,818,594,888,644,car
1478899166678473848.jpg,186,594,302,660,car
1478899166678473848.jpg,370,566,404,594,car
1478899166678473848.jpg,454,588,500,618,car
1478899166678473848.jpg,466,454,502,504,trafficLight
1478899166678473848.jpg,470,456,494,498,trafficLight
1478899166678473848.jpg,578,572,636,644,car
1478899166678473848.jpg,582,576,624,642,car
1478899166678473848.jpg,584,444,618,500,trafficLight
1478899166678473848.jpg,596,524,728,660,truck
1478899166678473848.jpg,674,448,714,500,trafficLight
1478899166678473848.jpg,972,482,1022,548,trafficLight
1478898309172489195.jpg,164,602,290,690,car
1478898309172489195.jpg,198,574,412,728,car
1478898309172489195.jpg,322,534,946,1026,car
1478898309172489195.jpg,522,300,558,364,trafficLight
1478898309172489195.jpg,738,310,766,380,trafficLight
1478898309172489195.jpg,1042,580,1064,646,pedestrian
1478898309172489195.jpg,1068,458,1098,522,trafficLight
1478898309172489195.jpg,1070,578,1100,664,pedestrian
1478898309172489195.jpg,1096,588,1116,656,pedestrian
1478898309172489195.jpg,1242,580,1292,682,biker
1478898309172489195.jpg,1472,572,1816,688,car
1478898309172489195.jpg,1810,566,1918,670,car
1478895708663619912.jpg,572,464,656,538,truck
1478895708663619912.jpg,722,482,834,574,car
1478898252614334308.jpg,448,602,612,728,car
1478898252614334308.jpg,754,594,876,698,car
1478898252614334308.jpg,1676,600,1828,674,truck
1478897984108712992.jpg,110,616,250,660,car
1478897984108712992.jpg,294,542,574,642,truck
1478897984108712992.jpg,382,546,518,674,truck
1478897984108712992.jpg,538,542,1046,956,car
1478897984108712992.jpg,800,444,834,490,trafficLight
1478897984108712992.jpg,808,450,828,482,trafficLight
1478897984108712992.jpg,952,526,1026,652,car
1478897984108712992.jpg,1364,490,1454,766,pedestrian
1478900649175863456.jpg,32,564,102,668,biker
1478900649175863456.jpg,42,558,86,668,biker
1478900649175863456.jpg,76,566,116,646,biker
1478900649175863456.jpg,80,574,114,652,biker
1478020429202387927.jpg,0,524,316,734,car
1478020429202387927.jpg,294,552,422,630,car
1478020429202387927.jpg,738,560,828,620,car
1478020429202387927.jpg,748,560,828,626,car
1478020429202387927.jpg,862,560,930,618,car
1478020429202387927.jpg,982,552,1076,614,car
1478020429202387927.jpg,1070,0,1120,68,trafficLight
1478020429202387927.jpg,1076,402,1100,464,trafficLight
1478020429202387927.jpg,1240,402,1268,450,trafficLight
1478020429202387927.jpg,1380,456,1410,508,trafficLight
1478020429202387927.jpg,1388,472,1414,504,trafficLight
1478020429202387927.jpg,1510,32,1558,142,trafficLight
1478020429202387927.jpg,1540,518,1600,624,pedestrian
1478020429202387927.jpg,1548,540,1594,608,pedestrian
1478020429202387927.jpg,1840,530,1892,652,biker
1478020429202387927.jpg,1848,480,1906,666,pedestrian
1478020429202387927.jpg,1892,528,1914,628,pedestrian
1478732720098220976.jpg,684,548,810,654,car
1478732720098220976.jpg,848,580,946,658,car
1478732720098220976.jpg,946,564,1080,686,car
1478732720098220976.jpg,1138,562,1248,654,car
1478732720098220976.jpg,1254,580,1320,638,car
1478732720098220976.jpg,1374,532,1620,626,truck
1478020253690036656.jpg,154,592,316,678,car
1478020253690036656.jpg,466,554,568,644,car
1478020253690036656.jpg,526,156,612,318,trafficLight
1478020253690036656.jpg,538,162,612,296,trafficLight
1478020253690036656.jpg,1120,522,1244,656,truck
1478020253690036656.jpg,1120,526,1246,656,car
1478020253690036656.jpg,1518,244,1578,396,trafficLight
1478896411919240387.jpg,94,636,328,742,car
1478896411919240387.jpg,626,598,690,656,car
1478896411919240387.jpg,716,606,752,666,biker
1478896411919240387.jpg,782,608,842,652,car
1478899120405194200.jpg,348,616,378,684,pedestrian
1478899120405194200.jpg,770,544,874,682,truck
1478899120405194200.jpg,880,602,954,658,car
1478898268039680981.jpg,562,540,914,850,car
1478898268039680981.jpg,822,482,854,546,trafficLight
1478898268039680981.jpg,862,592,1014,710,car
1478898268039680981.jpg,878,512,902,566,trafficLight
1478898268039680981.jpg,1010,508,1036,568,trafficLight
1478898268039680981.jpg,1032,580,1090,718,biker
1478898268039680981.jpg,1106,588,1132,660,pedestrian
1478898268039680981.jpg,1140,590,1162,658,pedestrian
1478898268039680981.jpg,1260,362,1298,476,trafficLight
1478898268039680981.jpg,1534,600,1764,678,car
1478901029082665770.jpg,598,574,728,682,car
1478901029082665770.jpg,720,590,776,658,car
1478901029082665770.jpg,836,602,884,642,car
1478901029082665770.jpg,844,572,904,646,truck
1478901029082665770.jpg,850,576,898,624,car
1478901206754236466.jpg,58,608,326,766,car
1478901206754236466.jpg,66,614,310,770,car
1478901206754236466.jpg,406,578,516,638,car
1478901206754236466.jpg,472,598,564,664,car
1478901206754236466.jpg,480,598,560,658,car
1478901206754236466.jpg,744,572,836,638,car
1478901206754236466.jpg,754,578,822,632,car
1478901206754236466.jpg,836,514,862,554,trafficLight
1478901206754236466.jpg,848,566,894,668,biker
1478901206754236466.jpg,858,574,896,658,biker
1478901206754236466.jpg,954,572,1040,642,car
1478901206754236466.jpg,1032,562,1204,674,car
1478901206754236466.jpg,1262,510,1692,670,car
1478896940362299188.jpg,360,560,436,692,biker
1478896940362299188.jpg,376,558,436,682,biker
1478896940362299188.jpg,434,572,518,644,car
1478896940362299188.jpg,444,564,902,862,car
1478896940362299188.jpg,674,296,734,396,trafficLight
1478896940362299188.jpg,678,310,716,384,trafficLight
1478896940362299188.jpg,954,450,1002,526,trafficLight
1478896940362299188.jpg,1010,534,1060,642,pedestrian
1478896940362299188.jpg,1092,480,1266,882,biker
1478896940362299188.jpg,1234,546,1538,676,car
1478901336436958355.jpg,0,570,142,734,car
1478901336436958355.jpg,40,586,290,804,car
1478901336436958355.jpg,230,456,862,964,car
1478901336436958355.jpg,594,364,628,426,trafficLight
1478901336436958355.jpg,778,364,812,418,trafficLight
1478901336436958355.jpg,928,360,960,422,trafficLight
1478901336436958355.jpg,954,600,996,644,car
1478901336436958355.jpg,1002,600,1064,660,car
1478901336436958355.jpg,1056,602,1098,642,car
1478901336436958355.jpg,1178,572,1472,778,car
1478901336436958355.jpg,1190,598,1218,646,pedestrian
1478901336436958355.jpg,1290,472,1320,526,trafficLight
1478901336436958355.jpg,1458,498,1786,654,truck
1478901336436958355.jpg,1566,580,1846,678,car
1478901336436958355.jpg,1742,214,1836,394,trafficLight
1478901336436958355.jpg,1798,580,1854,724,pedestrian
1478897900129718045.jpg,16,616,182,708,car
1478897900129718045.jpg,154,614,204,702,car
1478897900129718045.jpg,186,568,498,726,car
1478897900129718045.jpg,792,346,830,420,trafficLight
1478897900129718045.jpg,934,342,980,422,trafficLight
1478897900129718045.jpg,994,600,1064,648,car
1478897900129718045.jpg,996,568,1702,766,car
1478897900129718045.jpg,1002,538,1084,620,truck
1478897900129718045.jpg,1006,548,1070,600,truck
1478897900129718045.jpg,1214,454,1260,536,trafficLight
1478897900129718045.jpg,1706,554,1914,1146,car
1478897900129718045.jpg,1720,570,1892,624,car
1478898123505292601.jpg,588,592,692,668,car
1478898123505292601.jpg,712,604,786,650,car
1478898123505292601.jpg,884,584,950,642,car
1478898123505292601.jpg,1038,596,1064,636,biker
1478732774578218378.jpg,630,550,698,604,car
1478732774578218378.jpg,630,552,706,600,car
1478732774578218378.jpg,776,542,908,636,car
1478732774578218378.jpg,912,554,958,598,car
1478732774578218378.jpg,1026,558,1096,612,car
1478732774578218378.jpg,1172,442,1660,630,truck
1478732774578218378.jpg,1204,446,1664,634,truck
1478732025608594322.jpg,1202,520,1266,624,biker
1478732025608594322.jpg,1250,552,1350,614,car
1478732156938578079.jpg,132,424,450,678,truck
1478732156938578079.jpg,138,420,464,702,car
1478732156938578079.jpg,512,546,630,634,car
1478732156938578079.jpg,674,548,802,642,car
1478732156938578079.jpg,818,534,870,598,truck
1478732156938578079.jpg,822,538,884,600,car
1478732156938578079.jpg,860,554,910,610,car
1478732156938578079.jpg,914,554,994,620,car
1478732156938578079.jpg,1478,514,1698,628,car
1478899487743654636.jpg,120,574,158,634,pedestrian
1478899487743654636.jpg,170,570,212,640,pedestrian
1478899487743654636.jpg,384,570,522,674,car
1478899487743654636.jpg,580,584,646,636,pedestrian
1478899487743654636.jpg,666,582,784,676,car
1478899487743654636.jpg,884,532,994,834,biker
1478899487743654636.jpg,1288,540,1344,658,pedestrian
1478899487743654636.jpg,1300,530,1344,664,pedestrian
1478900482929938289.jpg,316,606,416,692,car
1478900482929938289.jpg,406,604,524,682,car
1478900482929938289.jpg,504,554,724,678,truck
1478900482929938289.jpg,528,486,614,626,trafficLight
1478900482929938289.jpg,760,590,986,736,car
1478900482929938289.jpg,762,598,992,742,car
1478900482929938289.jpg,922,488,946,534,trafficLight
1478900482929938289.jpg,1042,600,1090,652,car
1478900482929938289.jpg,1068,598,1168,678,car
1478900482929938289.jpg,1166,592,1212,656,car
1478900482929938289.jpg,1198,598,1286,672,car
1478900482929938289.jpg,1210,370,1242,442,trafficLight
1478900482929938289.jpg,1296,600,1466,702,car
1478900482929938289.jpg,1324,604,1462,696,car
1478900482929938289.jpg,1434,488,1464,536,trafficLight
1478900482929938289.jpg,1440,506,1462,552,trafficLight
1478900482929938289.jpg,1590,580,1918,796,car
1478896955786775104.jpg,32,566,922,1144,car
1478896955786775104.jpg,154,614,278,704,car
1478896955786775104.jpg,666,300,720,390,trafficLight
1478896955786775104.jpg,912,580,944,640,pedestrian
1478896955786775104.jpg,942,558,1002,678,pedestrian
1478896955786775104.jpg,996,466,1036,536,trafficLight
1478896955786775104.jpg,1070,480,1272,912,biker
1478896955786775104.jpg,1162,530,1274,884,biker
1478897111178185327.jpg,134,628,220,694,car
1478897111178185327.jpg,254,606,310,724,pedestrian
1478897111178185327.jpg,260,602,312,732,pedestrian
1478897111178185327.jpg,304,662,336,730,pedestrian
1478897111178185327.jpg,512,606,558,680,pedestrian
1478897111178185327.jpg,616,608,690,664,car
1478897111178185327.jpg,712,584,762,648,truck
1478897111178185327.jpg,890,606,968,668,car
1478897111178185327.jpg,984,600,1210,754,car
1478898041237803188.jpg,90,618,276,728,car
1478898041237803188.jpg,534,604,604,662,car
1478898041237803188.jpg,700,606,820,716,car
1478898041237803188.jpg,936,546,1234,778,car
1478898041237803188.jpg,1580,554,1660,714,biker
1478901010230702459.jpg,16,506,490,818,car
1478901010230702459.jpg,568,588,688,698,car
1478901010230702459.jpg,752,610,796,658,car
1478901010230702459.jpg,784,612,854,668,car
1478901010230702459.jpg,806,572,870,640,truck
1478900981095418698.jpg,728,574,866,698,car
1478900981095418698.jpg,854,508,1006,664,car
1478900981095418698.jpg,854,512,994,660,truck
1478900981095418698.jpg,1156,554,1690,852,car
1478897307701286619.jpg,54,622,218,778,car
1478897307701286619.jpg,152,600,510,820,car
1478897307701286619.jpg,172,612,488,800,car
1478897307701286619.jpg,454,632,520,706,car
1478897307701286619.jpg,508,618,566,710,car
1478897307701286619.jpg,550,612,680,718,car
1478897307701286619.jpg,560,624,682,708,car
1478897307701286619.jpg,664,590,736,668,truck
1478897307701286619.jpg,746,626,812,670,car
1478897307701286619.jpg,784,608,932,706,car
1478897307701286619.jpg,800,622,912,700,car
1478897307701286619.jpg,958,612,1066,702,car
1478897307701286619.jpg,1350,526,1908,998,car
1478897307701286619.jpg,1352,544,1918,970,car
1478897984679861982.jpg,118,616,250,660,car
1478897984679861982.jpg,306,518,468,676,truck
1478897984679861982.jpg,540,542,1048,954,car
1478897984679861982.jpg,800,446,834,492,trafficLight
1478897984679861982.jpg,808,450,828,482,trafficLight
1478897984679861982.jpg,952,524,1030,652,car
1478897984679861982.jpg,1348,496,1438,772,pedestrian
1478896940934543989.jpg,326,556,412,692,biker
1478896940934543989.jpg,336,560,396,684,biker
1478896940934543989.jpg,358,540,892,968,car
1478896940934543989.jpg,672,296,732,396,trafficLight
1478896940934543989.jpg,678,292,716,366,trafficLight
1478896940934543989.jpg,976,440,1024,516,trafficLight
1478896940934543989.jpg,1020,534,1082,654,pedestrian
1478896940934543989.jpg,1114,480,1316,912,biker
1478896815820833615.jpg,56,588,164,698,car
1478896815820833615.jpg,142,592,246,680,car
1478896815820833615.jpg,184,558,468,770,car
1478896815820833615.jpg,492,414,552,478,trafficLight
1478896815820833615.jpg,528,594,582,644,car
1478896815820833615.jpg,576,594,640,650,car
1478896815820833615.jpg,604,486,804,628,truck
1478896815820833615.jpg,620,570,926,776,car
1478896815820833615.jpg,640,570,932,764,car
1478896815820833615.jpg,822,502,850,550,trafficLight
1478896815820833615.jpg,824,490,860,558,trafficLight
1478896815820833615.jpg,1064,326,1140,394,trafficLight
1478896815820833615.jpg,1144,560,1252,650,car
1478896815820833615.jpg,1236,556,1334,640,car
1478896815820833615.jpg,1702,508,1812,634,car
1478899948203289771.jpg,0,348,328,788,truck
1478899948203289771.jpg,270,618,352,700,car
1478899948203289771.jpg,278,628,352,698,car
1478899948203289771.jpg,514,624,598,684,car
1478899948203289771.jpg,588,608,664,642,car
1478899948203289771.jpg,632,530,1194,932,car
1478899948203289771.jpg,640,592,728,654,car
1478899948203289771.jpg,708,610,738,650,car
1478899948203289771.jpg,848,492,870,534,trafficLight
1478899948203289771.jpg,1162,560,1246,610,car
1478899948203289771.jpg,1362,552,1408,670,pedestrian
1478899948203289771.jpg,1368,552,1412,674,pedestrian
1478020268190844016.jpg,98,448,136,502,trafficLight
1478020268190844016.jpg,200,566,280,628,biker
1478020268190844016.jpg,548,572,664,652,car
1478020268190844016.jpg,716,416,746,474,trafficLight
1478020268190844016.jpg,1036,578,1112,652,car
1478020268190844016.jpg,1234,418,1274,492,trafficLight
1478020268190844016.jpg,1710,500,1918,708,car
1478020268190844016.jpg,1824,532,1918,644,car
1478901024513051561.jpg,518,576,670,702,car
1478901024513051561.jpg,654,596,738,668,car
1478901024513051561.jpg,792,612,840,652,car
1478901024513051561.jpg,798,578,858,652,truck
1478901024513051561.jpg,804,580,852,628,car
1478731984318415490.jpg,0,528,148,638,truck
1478731984318415490.jpg,116,580,232,626,car
1478731984318415490.jpg,214,574,350,644,car
1478731984318415490.jpg,394,568,494,626,car
1478731984318415490.jpg,406,566,474,620,car
1478731984318415490.jpg,602,572,670,614,car
1478731984318415490.jpg,614,560,684,616,car
1478731984318415490.jpg,746,556,820,614,car
1478731984318415490.jpg,894,456,916,498,trafficLight
1478731984318415490.jpg,902,552,1048,670,car
1478731984318415490.jpg,966,454,996,494,trafficLight
1478731984318415490.jpg,1130,514,1158,550,trafficLight
1478731984318415490.jpg,1194,498,1218,544,trafficLight
1478731984318415490.jpg,1196,538,1334,638,car
1478731984318415490.jpg,1202,542,1320,642,car
1478731984318415490.jpg,1322,438,1698,700,truck
1478731984318415490.jpg,1326,438,1912,764,car
1478732796370863655.jpg,36,500,532,634,truck
1478732796370863655.jpg,764,538,880,622,car
1478732796370863655.jpg,878,528,984,602,truck
1478732796370863655.jpg,880,518,982,604,car
1478732796370863655.jpg,1094,556,1164,598,car
1478732796370863655.jpg,1104,542,1158,594,car
1478900274410611905.jpg,230,638,400,740,car
1478900274410611905.jpg,566,536,1640,758,car
1478900274410611905.jpg,576,512,1640,774,truck
1478899499169194187.jpg,338,606,502,720,car
1478899499169194187.jpg,542,608,632,678,car
1478899499169194187.jpg,644,612,700,656,car
1478899499169194187.jpg,872,460,892,498,trafficLight
1478899499169194187.jpg,894,594,958,652,car
1478899499169194187.jpg,978,502,1090,900,biker
1478899499169194187.jpg,982,466,1008,506,trafficLight
1478899499169194187.jpg,1284,470,1838,910,car
1478896861524252727.jpg,200,612,356,728,car
1478896861524252727.jpg,208,628,356,716,car
1478896861524252727.jpg,738,586,898,706,car
1478896861524252727.jpg,842,588,910,648,car
1478896861524252727.jpg,1196,58,1916,998,truck
1478732167259721087.jpg,0,386,322,572,car
1478732167259721087.jpg,0,496,320,884,car
1478732167259721087.jpg,372,558,430,630,car
1478732167259721087.jpg,418,430,662,634,truck
1478732167259721087.jpg,642,520,758,612,car
1478732167259721087.jpg,656,460,692,500,trafficLight
1478732167259721087.jpg,662,466,690,498,trafficLight
1478732167259721087.jpg,712,454,740,486,trafficLight
1478732167259721087.jpg,720,466,744,500,trafficLight
1478732167259721087.jpg,738,548,792,596,car
1478732167259721087.jpg,774,538,842,602,car
1478732167259721087.jpg,796,452,824,488,trafficLight
1478732167259721087.jpg,796,458,824,492,trafficLight
1478732167259721087.jpg,852,444,880,488,trafficLight
1478732167259721087.jpg,860,460,886,496,trafficLight
1478732167259721087.jpg,864,540,956,604,car
1478732167259721087.jpg,936,528,1040,588,car
1478732167259721087.jpg,976,490,1000,522,trafficLight
1478732167259721087.jpg,1278,514,1402,566,car
1478898221765691235.jpg,344,604,388,668,pedestrian
1478898221765691235.jpg,354,608,376,662,pedestrian
1478898221765691235.jpg,430,600,476,708,biker
1478898221765691235.jpg,502,604,528,654,pedestrian
1478898221765691235.jpg,572,616,708,664,car
1478898221765691235.jpg,818,602,882,660,car
1478898221765691235.jpg,1246,576,1284,644,pedestrian
1478898221765691235.jpg,1372,554,1448,778,pedestrian
1478896904942573873.jpg,208,618,318,658,car
1478896904942573873.jpg,604,348,638,408,trafficLight
1478896904942573873.jpg,604,364,632,414,trafficLight
1478896904942573873.jpg,634,578,696,648,truck
1478896904942573873.jpg,718,350,748,428,trafficLight
1478896904942573873.jpg,718,366,742,412,trafficLight
1478896904942573873.jpg,782,602,836,648,car
1478896904942573873.jpg,848,364,874,418,trafficLight
1478896904942573873.jpg,1108,376,1154,482,trafficLight
1478896904942573873.jpg,1202,580,1398,640,car
1478732741316067783.jpg,314,568,414,620,car
1478732741316067783.jpg,460,552,506,620,truck
1478732741316067783.jpg,490,562,570,620,car
1478732741316067783.jpg,498,564,568,624,car
1478732741316067783.jpg,554,580,614,632,car
1478732741316067783.jpg,666,552,736,620,car
1478732741316067783.jpg,914,564,976,616,car
1478732741316067783.jpg,1004,564,1074,632,car
1478732741316067783.jpg,1374,510,1712,646,car
1478732741316067783.jpg,1404,534,1716,628,car
1478898116077843259.jpg,168,608,214,724,biker
1478898116077843259.jpg,168,608,218,718,biker
1478898116077843259.jpg,304,598,444,712,car
1478898116077843259.jpg,466,614,548,676,car
1478898116077843259.jpg,470,620,544,674,car
1478898116077843259.jpg,680,602,748,664,car
1478898116077843259.jpg,746,604,790,638,car
1478898116077843259.jpg,926,592,962,678,pedestrian
1478898116077843259.jpg,1106,568,1168,690,biker
1478898116077843259.jpg,1508,606,1784,680,car
1478900618898631049.jpg,782,516,1084,752,car
1478900618898631049.jpg,800,516,1062,742,truck
1478901179904440319.jpg,670,620,744,672,car
1478901179904440319.jpg,740,618,778,660,car
1478901179904440319.jpg,868,608,924,652,car
1478901179904440319.jpg,952,608,982,640,biker
1478901179904440319.jpg,988,604,1058,658,car
1478901179904440319.jpg,1088,578,1282,708,car
1478901179904440319.jpg,1256,388,1914,956,car
1478732857160221208.jpg,794,546,894,596,car
1478732857160221208.jpg,860,562,1006,662,car
1478732857160221208.jpg,1052,250,1102,336,trafficLight
1478732857160221208.jpg,1264,242,1330,360,trafficLight
1478732857160221208.jpg,1282,258,1330,340,trafficLight
1478732857160221208.jpg,1320,546,1358,604,biker
1478732857160221208.jpg,1476,534,1590,644,car
1478732857160221208.jpg,1498,554,1584,622,car
1478732857160221208.jpg,1612,566,1690,622,car
1478732857160221208.jpg,1852,420,1900,500,trafficLight
1478899070703754889.jpg,710,582,772,632,car
1478899070703754889.jpg,754,424,786,474,trafficLight
1478899070703754889.jpg,804,558,842,598,car
1478899070703754889.jpg,834,580,978,648,car
1478899070703754889.jpg,936,508,966,552,trafficLight
1478899070703754889.jpg,1098,376,1150,472,trafficLight
1478899070703754889.jpg,1108,594,1252,668,car
1478899070703754889.jpg,1198,590,1320,662,car
1478899070703754889.jpg,1282,594,1384,656,car
1478899070703754889.jpg,1578,546,1760,624,truck
1478899070703754889.jpg,1584,552,1766,614,car
1478899070703754889.jpg,1662,584,1796,662,car
1478021132726414967.jpg,704,522,832,644,car
1478021132726414967.jpg,722,536,842,628,car
1478021132726414967.jpg,856,560,904,602,car
1478021132726414967.jpg,974,550,1048,608,car
1478021132726414967.jpg,1070,434,1310,666,truck
1478897396822646254.jpg,0,470,250,690,truck
1478897396822646254.jpg,124,608,330,742,car
1478897396822646254.jpg,218,506,476,712,truck
1478897396822646254.jpg,228,520,484,686,car
1478897396822646254.jpg,408,556,822,886,car
1478897396822646254.jpg,624,466,910,734,car
1478897396822646254.jpg,644,518,892,748,truck
1478897396822646254.jpg,922,602,1034,688,car
1478897396822646254.jpg,1022,552,1226,730,car
1478897396822646254.jpg,1098,562,1424,772,car
1478897396822646254.jpg,1350,460,1534,682,car
1478897396822646254.jpg,1360,488,1556,706,truck
1478732268192711525.jpg,252,110,294,206,trafficLight
1478732268192711525.jpg,412,528,556,642,car
1478732268192711525.jpg,502,134,554,254,trafficLight
1478732268192711525.jpg,548,542,622,598,car
1478732268192711525.jpg,632,538,706,600,car
1478732268192711525.jpg,746,496,840,586,truck
1478732268192711525.jpg,756,502,830,596,truck
1478732268192711525.jpg,1022,324,1078,424,trafficLight
1478732268192711525.jpg,1024,334,1062,426,trafficLight
1478732268192711525.jpg,1062,542,1402,664,car
1478732268192711525.jpg,1632,518,1916,666,car
1478732212564178490.jpg,0,432,314,564,truck
1478732212564178490.jpg,12,514,492,822,car
1478732212564178490.jpg,42,538,190,654,car
1478732212564178490.jpg,452,382,496,458,trafficLight
1478732212564178490.jpg,470,372,506,432,trafficLight
1478732212564178490.jpg,550,536,696,644,car
1478732212564178490.jpg,568,386,606,464,trafficLight
1478732212564178490.jpg,634,492,1172,894,car
1478732212564178490.jpg,716,394,752,462,trafficLight
1478732212564178490.jpg,732,378,766,434,trafficLight
1478732212564178490.jpg,822,386,886,478,trafficLight
1478732212564178490.jpg,840,380,874,440,trafficLight
1478732212564178490.jpg,1076,462,1110,534,trafficLight
1478732212564178490.jpg,1078,464,1112,518,trafficLight
1478732212564178490.jpg,1430,540,1586,624,car
1478732212564178490.jpg,1436,540,1496,628,car
1478732212564178490.jpg,1492,530,1580,644,car
1478901352432994028.jpg,0,530,252,676,truck
1478901352432994028.jpg,0,542,210,676,truck
1478901352432994028.jpg,66,590,312,796,car
1478901352432994028.jpg,242,462,856,952,car
1478901352432994028.jpg,588,356,626,432,trafficLight
1478901352432994028.jpg,772,360,816,424,trafficLight
1478901352432994028.jpg,782,370,814,436,trafficLight
1478901352432994028.jpg,922,356,966,434,trafficLight
1478901352432994028.jpg,930,366,962,422,trafficLight
1478901352432994028.jpg,948,562,1062,656,car
1478901352432994028.jpg,974,566,1044,640,truck
1478901352432994028.jpg,1088,542,1288,702,car
1478901352432994028.jpg,1170,582,1258,722,car
1478901352432994028.jpg,1172,540,1892,980,car
1478901352432994028.jpg,1286,472,1322,536,trafficLight
